"Step","Ereacher_Mnull_DS1000_W0_lr0.01 - train.proj_error_H2W","Ereacher_Mnull_DS1000_W0_lr0.01 - train.proj_error_H2W__MIN","Ereacher_Mnull_DS1000_W0_lr0.01 - train.proj_error_H2W__MAX"
"0","0.021583983674645424","0.021583983674645424","0.021583983674645424"
"1","0.026006611064076424","0.026006611064076424","0.026006611064076424"
"2","0.027194280177354813","0.027194280177354813","0.027194280177354813"
"3","0.027887023985385895","0.027887023985385895","0.027887023985385895"
"4","0.028495313599705696","0.028495313599705696","0.028495313599705696"
"5","0.028995471075177193","0.028995471075177193","0.028995471075177193"
"6","0.029411830008029938","0.029411830008029938","0.029411830008029938"
"7","0.029831454157829285","0.029831454157829285","0.029831454157829285"
"8","0.030137013643980026","0.030137013643980026","0.030137013643980026"
"9","0.030400460585951805","0.030400460585951805","0.030400460585951805"
"10","0.03055363893508911","0.03055363893508911","0.03055363893508911"
"11","0.030707884579896927","0.030707884579896927","0.030707884579896927"
"12","0.030814960598945618","0.030814960598945618","0.030814960598945618"
"13","0.03091682493686676","0.03091682493686676","0.03091682493686676"
"14","0.031027479097247124","0.031027479097247124","0.031027479097247124"
"15","0.031119178980588913","0.031119178980588913","0.031119178980588913"
"16","0.031231475993990898","0.031231475993990898","0.031231475993990898"
"17","0.03129509091377258","0.03129509091377258","0.03129509091377258"
"18","0.03137647733092308","0.03137647733092308","0.03137647733092308"
"19","0.031461115926504135","0.031461115926504135","0.031461115926504135"
"20","0.031508419662714005","0.031508419662714005","0.031508419662714005"
"21","0.03155489265918732","0.03155489265918732","0.03155489265918732"
"22","0.031629253178834915","0.031629253178834915","0.031629253178834915"
"23","0.0317109078168869","0.0317109078168869","0.0317109078168869"
"24","0.03176845982670784","0.03176845982670784","0.03176845982670784"
"25","0.03182835131883621","0.03182835131883621","0.03182835131883621"
"26","0.03190799802541733","0.03190799802541733","0.03190799802541733"
"27","0.0319785475730896","0.0319785475730896","0.0319785475730896"
"28","0.032048728317022324","0.032048728317022324","0.032048728317022324"
"29","0.03212791681289673","0.03212791681289673","0.03212791681289673"
"30","0.032220106571912766","0.032220106571912766","0.032220106571912766"
"31","0.03231858089566231","0.03231858089566231","0.03231858089566231"
"32","0.032417554408311844","0.032417554408311844","0.032417554408311844"
"33","0.032515157014131546","0.032515157014131546","0.032515157014131546"
"34","0.03260554373264313","0.03260554373264313","0.03260554373264313"
"35","0.03269703686237335","0.03269703686237335","0.03269703686237335"
"36","0.03279605507850647","0.03279605507850647","0.03279605507850647"
"37","0.03289298713207245","0.03289298713207245","0.03289298713207245"
"38","0.03298885375261307","0.03298885375261307","0.03298885375261307"
"39","0.03307786583900452","0.03307786583900452","0.03307786583900452"
"40","0.03316733241081238","0.03316733241081238","0.03316733241081238"
"41","0.03325272351503372","0.03325272351503372","0.03325272351503372"
"42","0.033331286162137985","0.033331286162137985","0.033331286162137985"
"43","0.03340614214539528","0.03340614214539528","0.03340614214539528"
"44","0.03348597139120102","0.03348597139120102","0.03348597139120102"
"45","0.0335664302110672","0.0335664302110672","0.0335664302110672"
"46","0.03364313393831253","0.03364313393831253","0.03364313393831253"
"47","0.033713676035404205","0.033713676035404205","0.033713676035404205"
"48","0.03378552570939064","0.03378552570939064","0.03378552570939064"
"49","0.033857062458992004","0.033857062458992004","0.033857062458992004"
"50","0.03393975645303726","0.03393975645303726","0.03393975645303726"
"51","0.034014247357845306","0.034014247357845306","0.034014247357845306"
"52","0.03408448398113251","0.03408448398113251","0.03408448398113251"
"53","0.03415178135037422","0.03415178135037422","0.03415178135037422"
"54","0.03421434760093689","0.03421434760093689","0.03421434760093689"
"55","0.03427983447909355","0.03427983447909355","0.03427983447909355"
"56","0.03434775769710541","0.03434775769710541","0.03434775769710541"
"57","0.03441900387406349","0.03441900387406349","0.03441900387406349"
"58","0.03448474779725075","0.03448474779725075","0.03448474779725075"
"59","0.03455251082777977","0.03455251082777977","0.03455251082777977"
"60","0.034614160656929016","0.034614160656929016","0.034614160656929016"
"61","0.034678276628255844","0.034678276628255844","0.034678276628255844"
"62","0.03473842516541481","0.03473842516541481","0.03473842516541481"
"63","0.034797392785549164","0.034797392785549164","0.034797392785549164"
"64","0.034865159541368484","0.034865159541368484","0.034865159541368484"
"65","0.03493485227227211","0.03493485227227211","0.03493485227227211"
"66","0.03500671312212944","0.03500671312212944","0.03500671312212944"
"67","0.03507791832089424","0.03507791832089424","0.03507791832089424"
"68","0.035149965435266495","0.035149965435266495","0.035149965435266495"
"69","0.035224299877882004","0.035224299877882004","0.035224299877882004"
"70","0.035303305834531784","0.035303305834531784","0.035303305834531784"
"71","0.0353812612593174","0.0353812612593174","0.0353812612593174"
"72","0.03545577824115753","0.03545577824115753","0.03545577824115753"
"73","0.035527266561985016","0.035527266561985016","0.035527266561985016"
"74","0.03559780865907669","0.03559780865907669","0.03559780865907669"
"75","0.03566835820674896","0.03566835820674896","0.03566835820674896"
"76","0.035740796476602554","0.035740796476602554","0.035740796476602554"
"77","0.03581523895263672","0.03581523895263672","0.03581523895263672"
"78","0.03588724136352539","0.03588724136352539","0.03588724136352539"
"79","0.03595726191997528","0.03595726191997528","0.03595726191997528"
"80","0.036026909947395325","0.036026909947395325","0.036026909947395325"
"81","0.03609517961740494","0.03609517961740494","0.03609517961740494"
"82","0.036163702607154846","0.036163702607154846","0.036163702607154846"
"83","0.03622813895344734","0.03622813895344734","0.03622813895344734"
"84","0.03628471866250038","0.03628471866250038","0.03628471866250038"
"85","0.0363425686955452","0.0363425686955452","0.0363425686955452"
"86","0.036401260644197464","0.036401260644197464","0.036401260644197464"
"87","0.03645981475710869","0.03645981475710869","0.03645981475710869"
"88","0.036521751433610916","0.036521751433610916","0.036521751433610916"
"89","0.03658277541399002","0.03658277541399002","0.03658277541399002"
"90","0.036646101623773575","0.036646101623773575","0.036646101623773575"
"91","0.03670612350106239","0.03670612350106239","0.03670612350106239"
"92","0.03676488623023033","0.03676488623023033","0.03676488623023033"
"93","0.03682541474699974","0.03682541474699974","0.03682541474699974"
"94","0.03688845783472061","0.03688845783472061","0.03688845783472061"
"95","0.036948081105947495","0.036948081105947495","0.036948081105947495"
"96","0.03700447455048561","0.03700447455048561","0.03700447455048561"
"97","0.0370604507625103","0.0370604507625103","0.0370604507625103"
"98","0.03711515665054321","0.03711515665054321","0.03711515665054321"
"99","0.0371696874499321","0.0371696874499321","0.0371696874499321"
"100","0.0372234508395195","0.0372234508395195","0.0372234508395195"
"101","0.03727616369724274","0.03727616369724274","0.03727616369724274"
"102","0.03732854500412941","0.03732854500412941","0.03732854500412941"
"103","0.03737841174006462","0.03737841174006462","0.03737841174006462"
"104","0.03742727264761925","0.03742727264761925","0.03742727264761925"
"105","0.03747851029038429","0.03747851029038429","0.03747851029038429"
"106","0.03753179311752319","0.03753179311752319","0.03753179311752319"
"107","0.03758808225393295","0.03758808225393295","0.03758808225393295"
"108","0.03764541074633598","0.03764541074633598","0.03764541074633598"
"109","0.03770274296402931","0.03770274296402931","0.03770274296402931"
"110","0.037761252373456955","0.037761252373456955","0.037761252373456955"
"111","0.0378202386200428","0.0378202386200428","0.0378202386200428"
"112","0.037878505885601044","0.037878505885601044","0.037878505885601044"
"113","0.03793475776910782","0.03793475776910782","0.03793475776910782"
"114","0.03799089044332504","0.03799089044332504","0.03799089044332504"
"115","0.038046080619096756","0.038046080619096756","0.038046080619096756"
"116","0.038100145757198334","0.038100145757198334","0.038100145757198334"
"117","0.03815297782421112","0.03815297782421112","0.03815297782421112"
"118","0.03820694237947464","0.03820694237947464","0.03820694237947464"
"119","0.038260672241449356","0.038260672241449356","0.038260672241449356"
"120","0.038313139230012894","0.038313139230012894","0.038313139230012894"
"121","0.038362883031368256","0.038362883031368256","0.038362883031368256"
"122","0.038412220776081085","0.038412220776081085","0.038412220776081085"
"123","0.03846478834748268","0.03846478834748268","0.03846478834748268"
"124","0.03851616010069847","0.03851616010069847","0.03851616010069847"
"125","0.03856772929430008","0.03856772929430008","0.03856772929430008"
"126","0.038624174892902374","0.038624174892902374","0.038624174892902374"
"127","0.03868093714118004","0.03868093714118004","0.03868093714118004"
"128","0.03873762488365173","0.03873762488365173","0.03873762488365173"
"129","0.0387943871319294","0.0387943871319294","0.0387943871319294"
"130","0.038852132856845856","0.038852132856845856","0.038852132856845856"
"131","0.03890857845544815","0.03890857845544815","0.03890857845544815"
"132","0.038966163992881775","0.038966163992881775","0.038966163992881775"
"133","0.03902198746800423","0.03902198746800423","0.03902198746800423"
"134","0.039080291986465454","0.039080291986465454","0.039080291986465454"
"135","0.03914008289575577","0.03914008289575577","0.03914008289575577"
"136","0.03920019045472145","0.03920019045472145","0.03920019045472145"
"137","0.03925935924053192","0.03925935924053192","0.03925935924053192"
"138","0.03931744024157524","0.03931744024157524","0.03931744024157524"
"139","0.039374418556690216","0.039374418556690216","0.039374418556690216"
"140","0.039432425051927567","0.039432425051927567","0.039432425051927567"
"141","0.03949008882045746","0.03949008882045746","0.03949008882045746"
"142","0.03954707458615303","0.03954707458615303","0.03954707458615303"
"143","0.039602506905794144","0.039602506905794144","0.039602506905794144"
"144","0.0396590493619442","0.0396590493619442","0.0396590493619442"
"145","0.03971468657255173","0.03971468657255173","0.03971468657255173"
"146","0.0397702194750309","0.0397702194750309","0.0397702194750309"
"147","0.03982531279325485","0.03982531279325485","0.03982531279325485"
"148","0.039879754185676575","0.039879754185676575","0.039879754185676575"
"149","0.039935704320669174","0.039935704320669174","0.039935704320669174"
"150","0.03999251127243042","0.03999251127243042","0.03999251127243042"
"151","0.040049679577350616","0.040049679577350616","0.040049679577350616"
"152","0.040103547275066376","0.040103547275066376","0.040103547275066376"
"153","0.04015808552503586","0.04015808552503586","0.04015808552503586"
"154","0.04021068662405014","0.04021068662405014","0.04021068662405014"
"155","0.04026401415467262","0.04026401415467262","0.04026401415467262"
"156","0.04031820222735405","0.04031820222735405","0.04031820222735405"
"157","0.0403759628534317","0.0403759628534317","0.0403759628534317"
"158","0.04043089970946312","0.04043089970946312","0.04043089970946312"
"159","0.04048638045787811","0.04048638045787811","0.04048638045787811"
"160","0.04054301232099533","0.04054301232099533","0.04054301232099533"
"161","0.040599044412374496","0.040599044412374496","0.040599044412374496"
"162","0.04065385088324547","0.04065385088324547","0.04065385088324547"
