"NRC3_old","_defaultColorIndex","epoch","id","lamW","name"
"0.4773574908691758","5","0","8780bf1e-ed9a-400b-93fa-d123fbeb5603","0.01","Mgelu_DS1_Osgd_W0.01"
"0.352536979960635","5","1","8780bf1e-ed9a-400b-93fa-d123fbeb5603","0.01","Mgelu_DS1_Osgd_W0.01"
"0.24634145385391484","5","2","8780bf1e-ed9a-400b-93fa-d123fbeb5603","0.01","Mgelu_DS1_Osgd_W0.01"
"0.1689038659047582","5","3","8780bf1e-ed9a-400b-93fa-d123fbeb5603","0.01","Mgelu_DS1_Osgd_W0.01"
"0.11614109054805968","5","4","8780bf1e-ed9a-400b-93fa-d123fbeb5603","0.01","Mgelu_DS1_Osgd_W0.01"
"0.08067681490207577","5","5","8780bf1e-ed9a-400b-93fa-d123fbeb5603","0.01","Mgelu_DS1_Osgd_W0.01"
"0.0566569825830033","5","6","8780bf1e-ed9a-400b-93fa-d123fbeb5603","0.01","Mgelu_DS1_Osgd_W0.01"
"0.040423870370283436","5","7","8780bf1e-ed9a-400b-93fa-d123fbeb5603","0.01","Mgelu_DS1_Osgd_W0.01"
"0.029905831117306526","5","8","8780bf1e-ed9a-400b-93fa-d123fbeb5603","0.01","Mgelu_DS1_Osgd_W0.01"
"0.02407769115486354","5","9","8780bf1e-ed9a-400b-93fa-d123fbeb5603","0.01","Mgelu_DS1_Osgd_W0.01"
"0.02203787295405945","5","10","8780bf1e-ed9a-400b-93fa-d123fbeb5603","0.01","Mgelu_DS1_Osgd_W0.01"
"0.02253508524872026","5","11","8780bf1e-ed9a-400b-93fa-d123fbeb5603","0.01","Mgelu_DS1_Osgd_W0.01"
"0.024316206583148196","5","12","8780bf1e-ed9a-400b-93fa-d123fbeb5603","0.01","Mgelu_DS1_Osgd_W0.01"
"0.026540338358395813","5","13","8780bf1e-ed9a-400b-93fa-d123fbeb5603","0.01","Mgelu_DS1_Osgd_W0.01"
"0.02882783609891524","5","14","8780bf1e-ed9a-400b-93fa-d123fbeb5603","0.01","Mgelu_DS1_Osgd_W0.01"
"0.031036412571407556","5","15","8780bf1e-ed9a-400b-93fa-d123fbeb5603","0.01","Mgelu_DS1_Osgd_W0.01"
"0.03312453519608357","5","16","8780bf1e-ed9a-400b-93fa-d123fbeb5603","0.01","Mgelu_DS1_Osgd_W0.01"
"0.03508687204698336","5","17","8780bf1e-ed9a-400b-93fa-d123fbeb5603","0.01","Mgelu_DS1_Osgd_W0.01"
"0.03693519148755144","5","18","8780bf1e-ed9a-400b-93fa-d123fbeb5603","0.01","Mgelu_DS1_Osgd_W0.01"
"0.038671875255825196","5","19","8780bf1e-ed9a-400b-93fa-d123fbeb5603","0.01","Mgelu_DS1_Osgd_W0.01"
"0.040340171462187734","5","20","8780bf1e-ed9a-400b-93fa-d123fbeb5603","0.01","Mgelu_DS1_Osgd_W0.01"
"0.04194782597415755","5","21","8780bf1e-ed9a-400b-93fa-d123fbeb5603","0.01","Mgelu_DS1_Osgd_W0.01"
"0.04350497558242536","5","22","8780bf1e-ed9a-400b-93fa-d123fbeb5603","0.01","Mgelu_DS1_Osgd_W0.01"
"0.04502001578391909","5","23","8780bf1e-ed9a-400b-93fa-d123fbeb5603","0.01","Mgelu_DS1_Osgd_W0.01"
"0.046489846874473176","5","24","8780bf1e-ed9a-400b-93fa-d123fbeb5603","0.01","Mgelu_DS1_Osgd_W0.01"
"0.04795396549653953","5","25","8780bf1e-ed9a-400b-93fa-d123fbeb5603","0.01","Mgelu_DS1_Osgd_W0.01"
"0.04937460597471561","5","26","8780bf1e-ed9a-400b-93fa-d123fbeb5603","0.01","Mgelu_DS1_Osgd_W0.01"
"0.050760894857893514","5","27","8780bf1e-ed9a-400b-93fa-d123fbeb5603","0.01","Mgelu_DS1_Osgd_W0.01"
"0.0521388012169666","5","28","8780bf1e-ed9a-400b-93fa-d123fbeb5603","0.01","Mgelu_DS1_Osgd_W0.01"
"0.05348645164379624","5","29","8780bf1e-ed9a-400b-93fa-d123fbeb5603","0.01","Mgelu_DS1_Osgd_W0.01"
"0.05480279871036687","5","30","8780bf1e-ed9a-400b-93fa-d123fbeb5603","0.01","Mgelu_DS1_Osgd_W0.01"
"0.056083275559979544","5","31","8780bf1e-ed9a-400b-93fa-d123fbeb5603","0.01","Mgelu_DS1_Osgd_W0.01"
"0.05734680637474211","5","32","8780bf1e-ed9a-400b-93fa-d123fbeb5603","0.01","Mgelu_DS1_Osgd_W0.01"
"0.05857125094786136","5","33","8780bf1e-ed9a-400b-93fa-d123fbeb5603","0.01","Mgelu_DS1_Osgd_W0.01"
"0.05974329006079782","5","34","8780bf1e-ed9a-400b-93fa-d123fbeb5603","0.01","Mgelu_DS1_Osgd_W0.01"
"0.06087571311274528","5","35","8780bf1e-ed9a-400b-93fa-d123fbeb5603","0.01","Mgelu_DS1_Osgd_W0.01"
"0.061961626962305415","5","36","8780bf1e-ed9a-400b-93fa-d123fbeb5603","0.01","Mgelu_DS1_Osgd_W0.01"
"0.06301184739065446","5","37","8780bf1e-ed9a-400b-93fa-d123fbeb5603","0.01","Mgelu_DS1_Osgd_W0.01"
"0.06402292634849825","5","38","8780bf1e-ed9a-400b-93fa-d123fbeb5603","0.01","Mgelu_DS1_Osgd_W0.01"
"0.06497708526830624","5","39","8780bf1e-ed9a-400b-93fa-d123fbeb5603","0.01","Mgelu_DS1_Osgd_W0.01"
"0.06587927043127123","5","40","8780bf1e-ed9a-400b-93fa-d123fbeb5603","0.01","Mgelu_DS1_Osgd_W0.01"
"0.06673567014855009","5","41","8780bf1e-ed9a-400b-93fa-d123fbeb5603","0.01","Mgelu_DS1_Osgd_W0.01"
"0.06754150410330459","5","42","8780bf1e-ed9a-400b-93fa-d123fbeb5603","0.01","Mgelu_DS1_Osgd_W0.01"
"0.06829592628871474","5","43","8780bf1e-ed9a-400b-93fa-d123fbeb5603","0.01","Mgelu_DS1_Osgd_W0.01"
"0.06900804461597458","5","44","8780bf1e-ed9a-400b-93fa-d123fbeb5603","0.01","Mgelu_DS1_Osgd_W0.01"
"0.06967573088251931","5","45","8780bf1e-ed9a-400b-93fa-d123fbeb5603","0.01","Mgelu_DS1_Osgd_W0.01"
"0.07029405332824841","5","46","8780bf1e-ed9a-400b-93fa-d123fbeb5603","0.01","Mgelu_DS1_Osgd_W0.01"
"0.07087285408881898","5","47","8780bf1e-ed9a-400b-93fa-d123fbeb5603","0.01","Mgelu_DS1_Osgd_W0.01"
"0.07140649938655008","5","48","8780bf1e-ed9a-400b-93fa-d123fbeb5603","0.01","Mgelu_DS1_Osgd_W0.01"
"0.0718914152831814","5","49","8780bf1e-ed9a-400b-93fa-d123fbeb5603","0.01","Mgelu_DS1_Osgd_W0.01"
"0.07234872265632004","5","50","8780bf1e-ed9a-400b-93fa-d123fbeb5603","0.01","Mgelu_DS1_Osgd_W0.01"
"0.07277270183347044","5","51","8780bf1e-ed9a-400b-93fa-d123fbeb5603","0.01","Mgelu_DS1_Osgd_W0.01"
"0.0731455968389013","5","52","8780bf1e-ed9a-400b-93fa-d123fbeb5603","0.01","Mgelu_DS1_Osgd_W0.01"
