"NRC3_old","_defaultColorIndex","c","id","name"
"0.3733273326598033","5","0","8780bf1e-ed9a-400b-93fa-d123fbeb5603","Mgelu_DS1_Osgd_W0.01"
"0.3697636256545783","5","0.00027591938729042766","8780bf1e-ed9a-400b-93fa-d123fbeb5603","Mgelu_DS1_Osgd_W0.01"
"0.36822842222838653","5","0.0005518387745808553","8780bf1e-ed9a-400b-93fa-d123fbeb5603","Mgelu_DS1_Osgd_W0.01"
"0.36702580554174824","5","0.0008277581618712829","8780bf1e-ed9a-400b-93fa-d123fbeb5603","Mgelu_DS1_Osgd_W0.01"
"0.36599487423235383","5","0.0011036775491617106","8780bf1e-ed9a-400b-93fa-d123fbeb5603","Mgelu_DS1_Osgd_W0.01"
"0.36507335350084447","5","0.0013795969364521384","8780bf1e-ed9a-400b-93fa-d123fbeb5603","Mgelu_DS1_Osgd_W0.01"
"0.3642293288282227","5","0.0016555163237425658","8780bf1e-ed9a-400b-93fa-d123fbeb5603","Mgelu_DS1_Osgd_W0.01"
"0.36344385526730694","5","0.0019314357110329936","8780bf1e-ed9a-400b-93fa-d123fbeb5603","Mgelu_DS1_Osgd_W0.01"
"0.3627045979129209","5","0.0022073550983234213","8780bf1e-ed9a-400b-93fa-d123fbeb5603","Mgelu_DS1_Osgd_W0.01"
"0.3620029949049498","5","0.0024832744856138488","8780bf1e-ed9a-400b-93fa-d123fbeb5603","Mgelu_DS1_Osgd_W0.01"
"0.36133281670268286","5","0.0027591938729042767","8780bf1e-ed9a-400b-93fa-d123fbeb5603","Mgelu_DS1_Osgd_W0.01"
"0.36068936370233945","5","0.003035113260194704","8780bf1e-ed9a-400b-93fa-d123fbeb5603","Mgelu_DS1_Osgd_W0.01"
"0.3600689872259486","5","0.0033110326474851317","8780bf1e-ed9a-400b-93fa-d123fbeb5603","Mgelu_DS1_Osgd_W0.01"
"0.35946878758832623","5","0.0035869520347755596","8780bf1e-ed9a-400b-93fa-d123fbeb5603","Mgelu_DS1_Osgd_W0.01"
"0.3588864152665785","5","0.003862871422065987","8780bf1e-ed9a-400b-93fa-d123fbeb5603","Mgelu_DS1_Osgd_W0.01"
"0.3583199351589486","5","0.004138790809356415","8780bf1e-ed9a-400b-93fa-d123fbeb5603","Mgelu_DS1_Osgd_W0.01"
"0.35776773106995136","5","0.0044147101966468425","8780bf1e-ed9a-400b-93fa-d123fbeb5603","Mgelu_DS1_Osgd_W0.01"
"0.35722843674861837","5","0.00469062958393727","8780bf1e-ed9a-400b-93fa-d123fbeb5603","Mgelu_DS1_Osgd_W0.01"
"0.3567008849811657","5","0.0049665489712276975","8780bf1e-ed9a-400b-93fa-d123fbeb5603","Mgelu_DS1_Osgd_W0.01"
"0.3561840692780341","5","0.005242468358518126","8780bf1e-ed9a-400b-93fa-d123fbeb5603","Mgelu_DS1_Osgd_W0.01"
"0.3556771145453691","5","0.005518387745808553","8780bf1e-ed9a-400b-93fa-d123fbeb5603","Mgelu_DS1_Osgd_W0.01"
"0.3551792542934532","5","0.005794307133098981","8780bf1e-ed9a-400b-93fa-d123fbeb5603","Mgelu_DS1_Osgd_W0.01"
"0.35468981268545424","5","0.006070226520389408","8780bf1e-ed9a-400b-93fa-d123fbeb5603","Mgelu_DS1_Osgd_W0.01"
"0.3542081902268561","5","0.006346145907679836","8780bf1e-ed9a-400b-93fa-d123fbeb5603","Mgelu_DS1_Osgd_W0.01"
"0.3537338522321762","5","0.006622065294970263","8780bf1e-ed9a-400b-93fa-d123fbeb5603","Mgelu_DS1_Osgd_W0.01"
"0.35326631943755865","5","0.006897984682260692","8780bf1e-ed9a-400b-93fa-d123fbeb5603","Mgelu_DS1_Osgd_W0.01"
"0.3528051602907446","5","0.007173904069551119","8780bf1e-ed9a-400b-93fa-d123fbeb5603","Mgelu_DS1_Osgd_W0.01"
"0.35234998456617944","5","0.007449823456841547","8780bf1e-ed9a-400b-93fa-d123fbeb5603","Mgelu_DS1_Osgd_W0.01"
"0.3519004380372177","5","0.007725742844131974","8780bf1e-ed9a-400b-93fa-d123fbeb5603","Mgelu_DS1_Osgd_W0.01"
"0.3514561979991775","5","0.008001662231422402","8780bf1e-ed9a-400b-93fa-d123fbeb5603","Mgelu_DS1_Osgd_W0.01"
"0.35101696948292044","5","0.00827758161871283","8780bf1e-ed9a-400b-93fa-d123fbeb5603","Mgelu_DS1_Osgd_W0.01"
"0.35058248203314907","5","0.008553501006003257","8780bf1e-ed9a-400b-93fa-d123fbeb5603","Mgelu_DS1_Osgd_W0.01"
"0.3501524869518259","5","0.008829420393293685","8780bf1e-ed9a-400b-93fa-d123fbeb5603","Mgelu_DS1_Osgd_W0.01"
"0.3497267549272323","5","0.009105339780584113","8780bf1e-ed9a-400b-93fa-d123fbeb5603","Mgelu_DS1_Osgd_W0.01"
"0.3493050739847465","5","0.00938125916787454","8780bf1e-ed9a-400b-93fa-d123fbeb5603","Mgelu_DS1_Osgd_W0.01"
