"Step","Ehopper_Mno_relu_DS10000_W0.001_lr0.01 - train.NRC2","Ehopper_Mno_relu_DS10000_W0.001_lr0.01 - train.NRC2__MIN","Ehopper_Mno_relu_DS10000_W0.001_lr0.01 - train.NRC2__MAX"
"0","1.0127280950546265","1.0127280950546265","1.0127280950546265"
"1","1.536634087562561","1.536634087562561","1.536634087562561"
"2","1.816271185874939","1.816271185874939","1.816271185874939"
"3","2.0081021785736084","2.0081021785736084","2.0081021785736084"
"4","2.1161694526672363","2.1161694526672363","2.1161694526672363"
"5","2.0662753582000732","2.0662753582000732","2.0662753582000732"
"6","2.027738094329834","2.027738094329834","2.027738094329834"
"7","1.9171481132507324","1.9171481132507324","1.9171481132507324"
"8","1.6319165229797363","1.6319165229797363","1.6319165229797363"
"9","1.46867835521698","1.46867835521698","1.46867835521698"
"10","1.2723195552825928","1.2723195552825928","1.2723195552825928"
"11","1.0403406620025635","1.0403406620025635","1.0403406620025635"
"12","0.9191372394561768","0.9191372394561768","0.9191372394561768"
"13","0.8705613017082214","0.8705613017082214","0.8705613017082214"
"14","0.6694654226303101","0.6694654226303101","0.6694654226303101"
"15","0.6235321760177612","0.6235321760177612","0.6235321760177612"
"16","0.5827103853225708","0.5827103853225708","0.5827103853225708"
"17","0.518005907535553","0.518005907535553","0.518005907535553"
"18","0.45741450786590576","0.45741450786590576","0.45741450786590576"
"19","0.41822168231010437","0.41822168231010437","0.41822168231010437"
"20","0.35641494393348694","0.35641494393348694","0.35641494393348694"
"21","0.31874385476112366","0.31874385476112366","0.31874385476112366"
"22","0.2833418548107147","0.2833418548107147","0.2833418548107147"
"23","0.2531895339488983","0.2531895339488983","0.2531895339488983"
"24","0.24249573051929474","0.24249573051929474","0.24249573051929474"
"25","0.2127552628517151","0.2127552628517151","0.2127552628517151"
"26","0.191526398062706","0.191526398062706","0.191526398062706"
"27","0.17071448266506195","0.17071448266506195","0.17071448266506195"
"28","0.15072907507419586","0.15072907507419586","0.15072907507419586"
"29","0.13650840520858765","0.13650840520858765","0.13650840520858765"
"30","0.12574271857738495","0.12574271857738495","0.12574271857738495"
"31","0.10972987115383148","0.10972987115383148","0.10972987115383148"
"32","0.09362941980361938","0.09362941980361938","0.09362941980361938"
"33","0.09189027547836304","0.09189027547836304","0.09189027547836304"
"34","0.07953190058469772","0.07953190058469772","0.07953190058469772"
"35","0.07007384300231934","0.07007384300231934","0.07007384300231934"
"36","0.06503233313560486","0.06503233313560486","0.06503233313560486"
"37","0.05904856696724892","0.05904856696724892","0.05904856696724892"
"38","0.05321864038705826","0.05321864038705826","0.05321864038705826"
"39","0.047680772840976715","0.047680772840976715","0.047680772840976715"
"40","0.04222230613231659","0.04222230613231659","0.04222230613231659"
"41","0.03930940851569176","0.03930940851569176","0.03930940851569176"
"42","0.0338844358921051","0.0338844358921051","0.0338844358921051"
"43","0.032512322068214417","0.032512322068214417","0.032512322068214417"
"44","0.029854901134967804","0.029854901134967804","0.029854901134967804"
"45","0.02392197959125042","0.02392197959125042","0.02392197959125042"
"46","0.023590363562107086","0.023590363562107086","0.023590363562107086"
"47","0.020745880901813507","0.020745880901813507","0.020745880901813507"
"48","0.018825160339474678","0.018825160339474678","0.018825160339474678"
"49","0.0170986857265234","0.0170986857265234","0.0170986857265234"
"50","0.015502083115279675","0.015502083115279675","0.015502083115279675"
"51","0.014024303294718266","0.014024303294718266","0.014024303294718266"
"52","0.012599076144397259","0.012599076144397259","0.012599076144397259"
"53","0.011033525690436363","0.011033525690436363","0.011033525690436363"
"54","0.009950735606253147","0.009950735606253147","0.009950735606253147"
"55","0.00945870392024517","0.00945870392024517","0.00945870392024517"
"56","0.008094283752143383","0.008094283752143383","0.008094283752143383"
"57","0.007190600968897343","0.007190600968897343","0.007190600968897343"
"58","0.007140523288398981","0.007140523288398981","0.007140523288398981"
"59","0.006189188454300165","0.006189188454300165","0.006189188454300165"
"60","0.005539140198379755","0.005539140198379755","0.005539140198379755"
"61","0.004883944522589445","0.004883944522589445","0.004883944522589445"
"62","0.004321463871747255","0.004321463871747255","0.004321463871747255"
"63","0.004381570965051651","0.004381570965051651","0.004381570965051651"
"64","0.0034823515452444553","0.0034823515452444553","0.0034823515452444553"
"65","0.003480051876977086","0.003480051876977086","0.003480051876977086"
"66","0.003080562222748995","0.003080562222748995","0.003080562222748995"
"67","0.002859818283468485","0.002859818283468485","0.002859818283468485"
"68","0.0024317738134413958","0.0024317738134413958","0.0024317738134413958"
"69","0.0022530765272676945","0.0022530765272676945","0.0022530765272676945"
"70","0.0019894554279744625","0.0019894554279744625","0.0019894554279744625"
"71","0.0018577680457383394","0.0018577680457383394","0.0018577680457383394"
"72","0.0017123649595305324","0.0017123649595305324","0.0017123649595305324"
"73","0.0014671051176264882","0.0014671051176264882","0.0014671051176264882"
"74","0.0013601891696453094","0.0013601891696453094","0.0013601891696453094"
"75","0.001274959766305983","0.001274959766305983","0.001274959766305983"
"76","0.0011118586407974362","0.0011118586407974362","0.0011118586407974362"
"77","0.001025618053972721","0.001025618053972721","0.001025618053972721"
"78","0.0008972774958238006","0.0008972774958238006","0.0008972774958238006"
"79","0.0008609159849584103","0.0008609159849584103","0.0008609159849584103"
"80","0.0007055338937789202","0.0007055338937789202","0.0007055338937789202"
"81","0.0006781929405406117","0.0006781929405406117","0.0006781929405406117"
"82","0.0005792593001388013","0.0005792593001388013","0.0005792593001388013"
"83","0.0005689317476935685","0.0005689317476935685","0.0005689317476935685"
"84","0.0004975016345269978","0.0004975016345269978","0.0004975016345269978"
"85","0.00045767283882014453","0.00045767283882014453","0.00045767283882014453"
"86","0.00040794158121570945","0.00040794158121570945","0.00040794158121570945"
"87","0.00038088011206127703","0.00038088011206127703","0.00038088011206127703"
"88","0.0003385731833986938","0.0003385731833986938","0.0003385731833986938"
"89","0.000309201015625149","0.000309201015625149","0.000309201015625149"
"90","0.00027972724637947977","0.00027972724637947977","0.00027972724637947977"
"91","0.00025232124608010054","0.00025232124608010054","0.00025232124608010054"
"92","0.00022044598881620914","0.00022044598881620914","0.00022044598881620914"
"93","0.00019683160644490272","0.00019683160644490272","0.00019683160644490272"
"94","0.00018260686192661524","0.00018260686192661524","0.00018260686192661524"
"95","0.00016772336675785482","0.00016772336675785482","0.00016772336675785482"
"96","0.00015692795568611473","0.00015692795568611473","0.00015692795568611473"
"97","0.00013274762022774667","0.00013274762022774667","0.00013274762022774667"
"98","0.00012227713887114078","0.00012227713887114078","0.00012227713887114078"
"99","0.00011710844410117716","0.00011710844410117716","0.00011710844410117716"
"100","0.00010363130422774702","0.00010363130422774702","0.00010363130422774702"
"101","0.00009179902554024011","0.00009179902554024011","0.00009179902554024011"
"102","0.00008018095832085237","0.00008018095832085237","0.00008018095832085237"
"103","0.00007723111775703728","0.00007723111775703728","0.00007723111775703728"
"104","0.00006935068813618273","0.00006935068813618273","0.00006935068813618273"
"105","0.0000639556601527147","0.0000639556601527147","0.0000639556601527147"
"106","0.00005526261156774126","0.00005526261156774126","0.00005526261156774126"
"107","0.00005399686415330507","0.00005399686415330507","0.00005399686415330507"
"108","0.00004844296563533135","0.00004844296563533135","0.00004844296563533135"
"109","0.000044649186747847125","0.000044649186747847125","0.000044649186747847125"
"110","0.00003853650196106173","0.00003853650196106173","0.00003853650196106173"
"111","0.00003709166412591003","0.00003709166412591003","0.00003709166412591003"
"112","0.00003380841371836141","0.00003380841371836141","0.00003380841371836141"
"113","0.000031893938285065815","0.000031893938285065815","0.000031893938285065815"
"114","0.000028926546292495914","0.000028926546292495914","0.000028926546292495914"
"115","0.000029115044526406564","0.000029115044526406564","0.000029115044526406564"
"116","0.000026473775506019592","0.000026473775506019592","0.000026473775506019592"
"117","0.000026331372282584198","0.000026331372282584198","0.000026331372282584198"
"118","0.000024171758923330344","0.000024171758923330344","0.000024171758923330344"
"119","0.00002210053389717359","0.00002210053389717359","0.00002210053389717359"
"120","0.000021069790818728507","0.000021069790818728507","0.000021069790818728507"
"121","0.000020438361389096826","0.000020438361389096826","0.000020438361389096826"
"122","0.000020478461010497995","0.000020478461010497995","0.000020478461010497995"
"123","0.000019666227672132663","0.000019666227672132663","0.000019666227672132663"
"124","0.000019980696379207075","0.000019980696379207075","0.000019980696379207075"
"125","0.000018905777324107476","0.000018905777324107476","0.000018905777324107476"
"126","0.000018152681150240824","0.000018152681150240824","0.000018152681150240824"
"127","0.000017003259927150793","0.000017003259927150793","0.000017003259927150793"
"128","0.00001682834408711642","0.00001682834408711642","0.00001682834408711642"
"129","0.000017114871297962964","0.000017114871297962964","0.000017114871297962964"
"130","0.000017970862245419994","0.000017970862245419994","0.000017970862245419994"
"131","0.000016877900634426624","0.000016877900634426624","0.000016877900634426624"
"132","0.000016780362784629688","0.000016780362784629688","0.000016780362784629688"
"133","0.000017379381461068988","0.000017379381461068988","0.000017379381461068988"
"134","0.00001750981573422905","0.00001750981573422905","0.00001750981573422905"
"135","0.000016685611626598984","0.000016685611626598984","0.000016685611626598984"
"136","0.00001647505814617034","0.00001647505814617034","0.00001647505814617034"
