"Step","Ereacher_Mnull_DS1000_W0.0015_lr0.01 - train.proj_error_H2W","Ereacher_Mnull_DS1000_W0.0015_lr0.01 - train.proj_error_H2W__MIN","Ereacher_Mnull_DS1000_W0.0015_lr0.01 - train.proj_error_H2W__MAX"
"0","0.021583983674645424","0.021583983674645424","0.021583983674645424"
"1","0.007248672191053629","0.007248672191053629","0.007248672191053629"
"2","0.0025814236141741276","0.0025814236141741276","0.0025814236141741276"
"3","0.0011118202237412333","0.0011118202237412333","0.0011118202237412333"
"4","0.0006043445901013911","0.0006043445901013911","0.0006043445901013911"
"5","0.00040812260704115033","0.00040812260704115033","0.00040812260704115033"
"6","0.0003240214427933097","0.0003240214427933097","0.0003240214427933097"
"7","0.00028389101498760283","0.00028389101498760283","0.00028389101498760283"
"8","0.00026587824686430395","0.00026587824686430395","0.00026587824686430395"
"9","0.0002578344428911805","0.0002578344428911805","0.0002578344428911805"
"10","0.0002562303561717272","0.0002562303561717272","0.0002562303561717272"
"11","0.0002573434903752059","0.0002573434903752059","0.0002573434903752059"
"12","0.0002581063599791378","0.0002581063599791378","0.0002581063599791378"
"13","0.00025892554549500346","0.00025892554549500346","0.00025892554549500346"
"14","0.00025943893706426024","0.00025943893706426024","0.00025943893706426024"
"15","0.0002592335513327271","0.0002592335513327271","0.0002592335513327271"
"16","0.0002589687064755708","0.0002589687064755708","0.0002589687064755708"
"17","0.0002579849970061332","0.0002579849970061332","0.0002579849970061332"
"18","0.0002568892086856067","0.0002568892086856067","0.0002568892086856067"
"19","0.0002553548838477582","0.0002553548838477582","0.0002553548838477582"
"20","0.00025374171673320234","0.00025374171673320234","0.00025374171673320234"
"21","0.0002516715903766453","0.0002516715903766453","0.0002516715903766453"
"22","0.00024964477051980793","0.00024964477051980793","0.00024964477051980793"
"23","0.00024739137734286487","0.00024739137734286487","0.00024739137734286487"
"24","0.0002452724438626319","0.0002452724438626319","0.0002452724438626319"
"25","0.00024282425874844193","0.00024282425874844193","0.00024282425874844193"
"26","0.00024023669539019465","0.00024023669539019465","0.00024023669539019465"
"27","0.00023775592853780836","0.00023775592853780836","0.00023775592853780836"
"28","0.0002352669253014028","0.0002352669253014028","0.0002352669253014028"
"29","0.00023275022977031767","0.00023275022977031767","0.00023275022977031767"
"30","0.0002300987544003874","0.0002300987544003874","0.0002300987544003874"
"31","0.00022748777701053768","0.00022748777701053768","0.00022748777701053768"
"32","0.00022466969676315784","0.00022466969676315784","0.00022466969676315784"
"33","0.000221795286051929","0.000221795286051929","0.000221795286051929"
"34","0.00021865627786610276","0.00021865627786610276","0.00021865627786610276"
