"Step","Ereacher_Mnull_DS1000_W0.0015_lr0.01 - train.NRC1","Ereacher_Mnull_DS1000_W0.0015_lr0.01 - train.NRC1__MIN","Ereacher_Mnull_DS1000_W0.0015_lr0.01 - train.NRC1__MAX"
"0","1.240633094758974","1.240633094758974","1.240633094758974"
"1","0.47082546775673106","0.47082546775673106","0.47082546775673106"
"2","0.18805440697624362","0.18805440697624362","0.18805440697624362"
"3","0.0988135074871243","0.0988135074871243","0.0988135074871243"
"4","0.07140393120529188","0.07140393120529188","0.07140393120529188"
"5","0.06537084958179912","0.06537084958179912","0.06537084958179912"
"6","0.066168686554739","0.066168686554739","0.066168686554739"
"7","0.06577285239472985","0.06577285239472985","0.06577285239472985"
"8","0.06515263495757609","0.06515263495757609","0.06515263495757609"
"9","0.06474318818793927","0.06474318818793927","0.06474318818793927"
"10","0.06507026386112921","0.06507026386112921","0.06507026386112921"
"11","0.06571768716411407","0.06571768716411407","0.06571768716411407"
"12","0.06610267049566118","0.06610267049566118","0.06610267049566118"
"13","0.06636051522294656","0.06636051522294656","0.06636051522294656"
"14","0.06649555930530278","0.06649555930530278","0.06649555930530278"
"15","0.06642505871375852","0.06642505871375852","0.06642505871375852"
"16","0.06631165835198863","0.06631165835198863","0.06631165835198863"
"17","0.06604453045567879","0.06604453045567879","0.06604453045567879"
"18","0.06569205334074013","0.06569205334074013","0.06569205334074013"
"19","0.06520391232661496","0.06520391232661496","0.06520391232661496"
"20","0.0646665059599627","0.0646665059599627","0.0646665059599627"
"21","0.06399038732386907","0.06399038732386907","0.06399038732386907"
"22","0.0633074486308999","0.0633074486308999","0.0633074486308999"
"23","0.06256527632504094","0.06256527632504094","0.06256527632504094"
"24","0.06184371599637325","0.06184371599637325","0.06184371599637325"
"25","0.06106034926214329","0.06106034926214329","0.06106034926214329"
"26","0.06026013440653424","0.06026013440653424","0.06026013440653424"
"27","0.05947861977749563","0.05947861977749563","0.05947861977749563"
"28","0.058708855394274","0.058708855394274","0.058708855394274"
"29","0.05794858377808146","0.05794858377808146","0.05794858377808146"
"30","0.0571592373200931","0.0571592373200931","0.0571592373200931"
"31","0.0563894109377909","0.0563894109377909","0.0563894109377909"
"32","0.05558104088274581","0.05558104088274581","0.05558104088274581"
"33","0.05476049541585439","0.05476049541585439","0.05476049541585439"
"34","0.053879746301696285","0.053879746301696285","0.053879746301696285"
"35","0.05316701664768425","0.05316701664768425","0.05316701664768425"
"36","0.05245353439137398","0.05245353439137398","0.05245353439137398"
"37","0.05173229111278488","0.05173229111278488","0.05173229111278488"
"38","0.05104538288886238","0.05104538288886238","0.05104538288886238"
"39","0.050368270301129316","0.050368270301129316","0.050368270301129316"
"40","0.04966750008889562","0.04966750008889562","0.04966750008889562"
"41","0.048986823014297444","0.048986823014297444","0.048986823014297444"
"42","0.04831629127701694","0.04831629127701694","0.04831629127701694"
"43","0.04768158954406681","0.04768158954406681","0.04768158954406681"
"44","0.04705635695361002","0.04705635695361002","0.04705635695361002"
"45","0.04643369752599051","0.04643369752599051","0.04643369752599051"
"46","0.045832731876146","0.045832731876146","0.045832731876146"
"47","0.0452300555265183","0.0452300555265183","0.0452300555265183"
"48","0.04463912832379742","0.04463912832379742","0.04463912832379742"
"49","0.04407207189320638","0.04407207189320638","0.04407207189320638"
"50","0.04353262934667237","0.04353262934667237","0.04353262934667237"
"51","0.043015151977539065","0.043015151977539065","0.043015151977539065"
"52","0.04248013612708951","0.04248013612708951","0.04248013612708951"
"53","0.041973302454899566","0.041973302454899566","0.041973302454899566"
"54","0.041424696818839035","0.041424696818839035","0.041424696818839035"
"55","0.040914762253323946","0.040914762253323946","0.040914762253323946"
"56","0.04046028958400734","0.04046028958400734","0.04046028958400734"
"57","0.039907349514091035","0.039907349514091035","0.039907349514091035"
"58","0.03935788472720014","0.03935788472720014","0.03935788472720014"
"59","0.03882692912928269","0.03882692912928269","0.03882692912928269"
"60","0.038418726393851105","0.038418726393851105","0.038418726393851105"
"61","0.03790911954184253","0.03790911954184253","0.03790911954184253"
"62","0.037400308074075156","0.037400308074075156","0.037400308074075156"
"63","0.03695048434286059","0.03695048434286059","0.03695048434286059"
"64","0.03643364442289112","0.03643364442289112","0.03643364442289112"
"65","0.035915712159732945","0.035915712159732945","0.035915712159732945"
"66","0.0354011245479669","0.0354011245479669","0.0354011245479669"
"67","0.03494155313729266","0.03494155313729266","0.03494155313729266"
"68","0.03445022048479609","0.03445022048479609","0.03445022048479609"
"69","0.03394064501339835","0.03394064501339835","0.03394064501339835"
"70","0.03343871558158048","0.03343871558158048","0.03343871558158048"
"71","0.03294595516579284","0.03294595516579284","0.03294595516579284"
"72","0.032460503657357774","0.032460503657357774","0.032460503657357774"
"73","0.03197700501923464","0.03197700501923464","0.03197700501923464"
"74","0.03150865337684286","0.03150865337684286","0.03150865337684286"
"75","0.0310408451703197","0.0310408451703197","0.0310408451703197"
"76","0.030578871933802473","0.030578871933802473","0.030578871933802473"
"77","0.030123387539239047","0.030123387539239047","0.030123387539239047"
"78","0.029675715917841444","0.029675715917841444","0.029675715917841444"
"79","0.029231266826036745","0.029231266826036745","0.029231266826036745"
"80","0.028793630369481436","0.028793630369481436","0.028793630369481436"
"81","0.02836533353923096","0.02836533353923096","0.02836533353923096"
"82","0.027941642387128242","0.027941642387128242","0.027941642387128242"
"83","0.027527818867420364","0.027527818867420364","0.027527818867420364"
"84","0.027118155376620278","0.027118155376620278","0.027118155376620278"
"85","0.02671419514168724","0.02671419514168724","0.02671419514168724"
"86","0.026312816220985268","0.026312816220985268","0.026312816220985268"
"87","0.025922816729740818","0.025922816729740818","0.025922816729740818"
"88","0.02553602786768556","0.02553602786768556","0.02553602786768556"
"89","0.02516323900723455","0.02516323900723455","0.02516323900723455"
"90","0.024789739161675244","0.024789739161675244","0.024789739161675244"
"91","0.02441903202416961","0.02441903202416961","0.02441903202416961"
"92","0.024057123242386298","0.024057123242386298","0.024057123242386298"
"93","0.02370144486103618","0.02370144486103618","0.02370144486103618"
"94","0.02335506547204409","0.02335506547204409","0.02335506547204409"
"95","0.023010032638913117","0.023010032638913117","0.023010032638913117"
"96","0.02266132925347506","0.02266132925347506","0.02266132925347506"
"97","0.02230651777135881","0.02230651777135881","0.02230651777135881"
"98","0.02195800042241922","0.02195800042241922","0.02195800042241922"
"99","0.02162377363173073","0.02162377363173073","0.02162377363173073"
"100","0.021293725091608394","0.021293725091608394","0.021293725091608394"
"101","0.02096671694337624","0.02096671694337624","0.02096671694337624"
"102","0.020643430761893115","0.020643430761893115","0.020643430761893115"
"103","0.020325850811096644","0.020325850811096644","0.020325850811096644"
"104","0.020009410198332488","0.020009410198332488","0.020009410198332488"
"105","0.019698673143748464","0.019698673143748464","0.019698673143748464"
"106","0.019387382111759506","0.019387382111759506","0.019387382111759506"
"107","0.019080574003168295","0.019080574003168295","0.019080574003168295"
"108","0.018779378501248174","0.018779378501248174","0.018779378501248174"
"109","0.018481952646580112","0.018481952646580112","0.018481952646580112"
"110","0.01818785669921476","0.01818785669921476","0.01818785669921476"
"111","0.01789044754764859","0.01789044754764859","0.01789044754764859"
"112","0.017599762771207908","0.017599762771207908","0.017599762771207908"
"113","0.017311712856610255","0.017311712856610255","0.017311712856610255"
"114","0.017026799128521817","0.017026799128521817","0.017026799128521817"
"115","0.016746743162207166","0.016746743162207166","0.016746743162207166"
"116","0.01647039506967212","0.01647039506967212","0.01647039506967212"
"117","0.016197931225229924","0.016197931225229924","0.016197931225229924"
"118","0.015925821648943385","0.015925821648943385","0.015925821648943385"
"119","0.01565981528968956","0.01565981528968956","0.01565981528968956"
"120","0.015396812588526017","0.015396812588526017","0.015396812588526017"
"121","0.01513772909567757","0.01513772909567757","0.01513772909567757"
"122","0.014883095498699732","0.014883095498699732","0.014883095498699732"
"123","0.014629952352625878","0.014629952352625878","0.014629952352625878"
"124","0.014382712799787442","0.014382712799787442","0.014382712799787442"
"125","0.014136714245746645","0.014136714245746645","0.014136714245746645"
"126","0.013895496625829992","0.013895496625829992","0.013895496625829992"
"127","0.013657771513556384","0.013657771513556384","0.013657771513556384"
"128","0.013420575943362621","0.013420575943362621","0.013420575943362621"
"129","0.01318770397836579","0.01318770397836579","0.01318770397836579"
"130","0.012954971839418761","0.012954971839418761","0.012954971839418761"
"131","0.012729688829979807","0.012729688829979807","0.012729688829979807"
"132","0.012507816926904525","0.012507816926904525","0.012507816926904525"
"133","0.012287686678654609","0.012287686678654609","0.012287686678654609"
"134","0.012070864219304497","0.012070864219304497","0.012070864219304497"
"135","0.011857548044418081","0.011857548044418081","0.011857548044418081"
"136","0.01164838908337066","0.01164838908337066","0.01164838908337066"
"137","0.01144135095967846","0.01144135095967846","0.01144135095967846"
"138","0.011237695818134852","0.011237695818134852","0.011237695818134852"
"139","0.011035883769000976","0.011035883769000976","0.011035883769000976"
"140","0.010836391601893012","0.010836391601893012","0.010836391601893012"
"141","0.010640428342057986","0.010640428342057986","0.010640428342057986"
"142","0.010447712706460152","0.010447712706460152","0.010447712706460152"
"143","0.010256987324953627","0.010256987324953627","0.010256987324953627"
"144","0.010063938707408","0.010063938707408","0.010063938707408"
"145","0.009875173906388228","0.009875173906388228","0.009875173906388228"
"146","0.009689282656022953","0.009689282656022953","0.009689282656022953"
"147","0.009505938331415621","0.009505938331415621","0.009505938331415621"
"148","0.009329172734744361","0.009329172734744361","0.009329172734744361"
"149","0.009154837964393892","0.009154837964393892","0.009154837964393892"
"150","0.008983392277867154","0.008983392277867154","0.008983392277867154"
"151","0.008814725175016292","0.008814725175016292","0.008814725175016292"
"152","0.008652285893771478","0.008652285893771478","0.008652285893771478"
"153","0.00848991227519241","0.00848991227519241","0.00848991227519241"
"154","0.008326348020578337","0.008326348020578337","0.008326348020578337"
"155","0.008170035461355155","0.008170035461355155","0.008170035461355155"
"156","0.008015190585449602","0.008015190585449602","0.008015190585449602"
"157","0.007861877958332344","0.007861877958332344","0.007861877958332344"
"158","0.007710037843538941","0.007710037843538941","0.007710037843538941"
"159","0.007560430906696865","0.007560430906696865","0.007560430906696865"
"160","0.0074153109770488754","0.0074153109770488754","0.0074153109770488754"
"161","0.0072749318913975574","0.0072749318913975574","0.0072749318913975574"
"162","0.007136228024712409","0.007136228024712409","0.007136228024712409"
"163","0.007010055590672494","0.007010055590672494","0.007010055590672494"
"164","0.0068868116053409385","0.0068868116053409385","0.0068868116053409385"
"165","0.006765175321816969","0.006765175321816969","0.006765175321816969"
"166","0.006644160660312139","0.006644160660312139","0.006644160660312139"
"167","0.006523424561288493","0.006523424561288493","0.006523424561288493"
"168","0.006405259313214856","0.006405259313214856","0.006405259313214856"
"169","0.006287821356563711","0.006287821356563711","0.006287821356563711"
"170","0.00617322090714174","0.00617322090714174","0.00617322090714174"
"171","0.0060587025569521415","0.0060587025569521415","0.0060587025569521415"
"172","0.005944913398064329","0.005944913398064329","0.005944913398064329"
"173","0.005833733459150835","0.005833733459150835","0.005833733459150835"
"174","0.0057240170966817916","0.0057240170966817916","0.0057240170966817916"
"175","0.0056162835677483255","0.0056162835677483255","0.0056162835677483255"
"176","0.005510026844463539","0.005510026844463539","0.005510026844463539"
"177","0.005407023315247216","0.005407023315247216","0.005407023315247216"
"178","0.0053067248817779385","0.0053067248817779385","0.0053067248817779385"
"179","0.005208379611039163","0.005208379611039163","0.005208379611039163"
"180","0.005110556383948505","0.005110556383948505","0.005110556383948505"
"181","0.005014300109382986","0.005014300109382986","0.005014300109382986"
"182","0.004919372473144051","0.004919372473144051","0.004919372473144051"
"183","0.0048255028344966035","0.0048255028344966035","0.0048255028344966035"
"184","0.004734193160777579","0.004734193160777579","0.004734193160777579"
"185","0.0046437823700171636","0.0046437823700171636","0.0046437823700171636"
"186","0.0045551937184496296","0.0045551937184496296","0.0045551937184496296"
"187","0.004468159717876063","0.004468159717876063","0.004468159717876063"
"188","0.004382017120997318","0.004382017120997318","0.004382017120997318"
"189","0.004298130507641474","0.004298130507641474","0.004298130507641474"
"190","0.004215097684573323","0.004215097684573323","0.004215097684573323"
"191","0.004134038075790216","0.004134038075790216","0.004134038075790216"
"192","0.0040541927113829385","0.0040541927113829385","0.0040541927113829385"
"193","0.003975058456682973","0.003975058456682973","0.003975058456682973"
"194","0.0038980229927670393","0.0038980229927670393","0.0038980229927670393"
"195","0.0038222265292506704","0.0038222265292506704","0.0038222265292506704"
"196","0.003747397162308076","0.003747397162308076","0.003747397162308076"
"197","0.003673829393185443","0.003673829393185443","0.003673829393185443"
"198","0.003601753767553092","0.003601753767553092","0.003601753767553092"
"199","0.003530939621119288","0.003530939621119288","0.003530939621119288"
"200","0.0034612037851833436","0.0034612037851833436","0.0034612037851833436"
