"Step","Ereacher_Mnull_DS1000_W5e-05_lr0.01 - train.NRC1","Ereacher_Mnull_DS1000_W5e-05_lr0.01 - train.NRC1__MIN","Ereacher_Mnull_DS1000_W5e-05_lr0.01 - train.NRC1__MAX"
"0","1.240633094758974","1.240633094758974","1.240633094758974"
"1","1.462210788739627","1.462210788739627","1.462210788739627"
"2","1.4543947690493078","1.4543947690493078","1.4543947690493078"
"3","1.4200842884092126","1.4200842884092126","1.4200842884092126"
"4","1.3822783881916112","1.3822783881916112","1.3822783881916112"
"5","1.3495081957220245","1.3495081957220245","1.3495081957220245"
"6","1.3097706705116579","1.3097706705116579","1.3097706705116579"
"7","1.2697443583194545","1.2697443583194545","1.2697443583194545"
"8","1.228210184474534","1.228210184474534","1.228210184474534"
"9","1.1860018365928553","1.1860018365928553","1.1860018365928553"
"10","1.1461493708426134","1.1461493708426134","1.1461493708426134"
"11","1.1061407063023798","1.1061407063023798","1.1061407063023798"
"12","1.0674269880261855","1.0674269880261855","1.0674269880261855"
"13","1.0327005320708849","1.0327005320708849","1.0327005320708849"
"14","0.9968273474101479","0.9968273474101479","0.9968273474101479"
"15","0.9621806717124164","0.9621806717124164","0.9621806717124164"
"16","0.9300778125340584","0.9300778125340584","0.9300778125340584"
"17","0.8996798227925464","0.8996798227925464","0.8996798227925464"
"18","0.8709771186765866","0.8709771186765866","0.8709771186765866"
"19","0.8425646499494942","0.8425646499494942","0.8425646499494942"
"20","0.8148649418947789","0.8148649418947789","0.8148649418947789"
"21","0.7879793867924636","0.7879793867924636","0.7879793867924636"
"22","0.7629325116917643","0.7629325116917643","0.7629325116917643"
"23","0.7389424806182833","0.7389424806182833","0.7389424806182833"
"24","0.7162106207066826","0.7162106207066826","0.7162106207066826"
"25","0.6945080873892039","0.6945080873892039","0.6945080873892039"
"26","0.6731707216990762","0.6731707216990762","0.6731707216990762"
"27","0.652198217261499","0.652198217261499","0.652198217261499"
"28","0.6323539261043916","0.6323539261043916","0.6323539261043916"
"29","0.6130176588292816","0.6130176588292816","0.6130176588292816"
"30","0.5942444918246802","0.5942444918246802","0.5942444918246802"
"31","0.5760114441486403","0.5760114441486403","0.5760114441486403"
"32","0.5584410427828298","0.5584410427828298","0.5584410427828298"
"33","0.5414248383830454","0.5414248383830454","0.5414248383830454"
"34","0.5249526070984757","0.5249526070984757","0.5249526070984757"
"35","0.5090351636435116","0.5090351636435116","0.5090351636435116"
"36","0.4940302551316563","0.4940302551316563","0.4940302551316563"
"37","0.4798115910030901","0.4798115910030901","0.4798115910030901"
"38","0.4657484251376045","0.4657484251376045","0.4657484251376045"
"39","0.4525804050677834","0.4525804050677834","0.4525804050677834"
"40","0.4401359712648591","0.4401359712648591","0.4401359712648591"
"41","0.42799759424297373","0.42799759424297373","0.42799759424297373"
"42","0.4162003739039792","0.4162003739039792","0.4162003739039792"
"43","0.4047686142951861","0.4047686142951861","0.4047686142951861"
"44","0.39395845715422545","0.39395845715422545","0.39395845715422545"
"45","0.3835867578914076","0.3835867578914076","0.3835867578914076"
"46","0.37349553754629233","0.37349553754629233","0.37349553754629233"
"47","0.3638288041861415","0.3638288041861415","0.3638288041861415"
"48","0.35439013292967864","0.35439013292967864","0.35439013292967864"
"49","0.34531173341185784","0.34531173341185784","0.34531173341185784"
"50","0.336521015028251","0.336521015028251","0.336521015028251"
"51","0.32810837023711065","0.32810837023711065","0.32810837023711065"
"52","0.3200935041756056","0.3200935041756056","0.3200935041756056"
"53","0.3122225665924816","0.3122225665924816","0.3122225665924816"
"54","0.3047151770457276","0.3047151770457276","0.3047151770457276"
"55","0.2974176840590699","0.2974176840590699","0.2974176840590699"
"56","0.2904125303459332","0.2904125303459332","0.2904125303459332"
"57","0.2834660680244306","0.2834660680244306","0.2834660680244306"
"58","0.2766651086066304","0.2766651086066304","0.2766651086066304"
"59","0.2699832061028028","0.2699832061028028","0.2699832061028028"
"60","0.26351616537083467","0.26351616537083467","0.26351616537083467"
"61","0.2571841053438984","0.2571841053438984","0.2571841053438984"
"62","0.25110707134837956","0.25110707134837956","0.25110707134837956"
"63","0.24518813555034377","0.24518813555034377","0.24518813555034377"
"64","0.23948912590935015","0.23948912590935015","0.23948912590935015"
"65","0.23401410847740772","0.23401410847740772","0.23401410847740772"
"66","0.22869904716500605","0.22869904716500605","0.22869904716500605"
"67","0.22354914704502243","0.22354914704502243","0.22354914704502243"
"68","0.2186190632055841","0.2186190632055841","0.2186190632055841"
"69","0.21389575770596275","0.21389575770596275","0.21389575770596275"
"70","0.20933269446495978","0.20933269446495978","0.20933269446495978"
"71","0.20489182829537092","0.20489182829537092","0.20489182829537092"
"72","0.2004657067635717","0.2004657067635717","0.2004657067635717"
"73","0.1960255020807026","0.1960255020807026","0.1960255020807026"
"74","0.19178471001797243","0.19178471001797243","0.19178471001797243"
"75","0.18769558678015982","0.18769558678015982","0.18769558678015982"
"76","0.183659496877317","0.183659496877317","0.183659496877317"
"77","0.1797274367809441","0.1797274367809441","0.1797274367809441"
"78","0.17582624033465982","0.17582624033465982","0.17582624033465982"
"79","0.17197262716235945","0.17197262716235945","0.17197262716235945"
"80","0.1682446565447035","0.1682446565447035","0.1682446565447035"
"81","0.16462152546638753","0.16462152546638753","0.16462152546638753"
"82","0.16122714174562133","0.16122714174562133","0.16122714174562133"
"83","0.15812553544325147","0.15812553544325147","0.15812553544325147"
"84","0.15511514531335344","0.15511514531335344","0.15511514531335344"
"85","0.15213305192164625","0.15213305192164625","0.15213305192164625"
"86","0.14917081746798067","0.14917081746798067","0.14917081746798067"
"87","0.1463643626878038","0.1463643626878038","0.1463643626878038"
"88","0.1435949126702335","0.1435949126702335","0.1435949126702335"
"89","0.14092542541443345","0.14092542541443345","0.14092542541443345"
"90","0.1382660924380625","0.1382660924380625","0.1382660924380625"
"91","0.13561689709481378","0.13561689709481378","0.13561689709481378"
"92","0.13291967267055588","0.13291967267055588","0.13291967267055588"
"93","0.13029723830073273","0.13029723830073273","0.13029723830073273"
"94","0.127837469654879","0.127837469654879","0.127837469654879"
"95","0.12546430720769514","0.12546430720769514","0.12546430720769514"
"96","0.12315137019666145","0.12315137019666145","0.12315137019666145"
"97","0.12090080197090083","0.12090080197090083","0.12090080197090083"
"98","0.11873357956865584","0.11873357956865584","0.11873357956865584"
"99","0.1166748196453418","0.1166748196453418","0.1166748196453418"
"100","0.11464603220596109","0.11464603220596109","0.11464603220596109"
"101","0.11269129976280964","0.11269129976280964","0.11269129976280964"
"102","0.11083944408936168","0.11083944408936168","0.11083944408936168"
"103","0.10905883506646297","0.10905883506646297","0.10905883506646297"
"104","0.10734953178465366","0.10734953178465366","0.10734953178465366"
"105","0.10570200331060278","0.10570200331060278","0.10570200331060278"
"106","0.10413340085108302","0.10413340085108302","0.10413340085108302"
"107","0.10264186713965409","0.10264186713965409","0.10264186713965409"
"108","0.10117693897993832","0.10117693897993832","0.10117693897993832"
"109","0.09968526847707472","0.09968526847707472","0.09968526847707472"
"110","0.09824983663858439","0.09824983663858439","0.09824983663858439"
"111","0.0968359446183249","0.0968359446183249","0.0968359446183249"
"112","0.09545831311232542","0.09545831311232542","0.09545831311232542"
"113","0.09415570581826978","0.09415570581826978","0.09415570581826978"
"114","0.09288439887549975","0.09288439887549975","0.09288439887549975"
"115","0.0915359635296054","0.0915359635296054","0.0915359635296054"
"116","0.09027419156995983","0.09027419156995983","0.09027419156995983"
"117","0.08906872834288607","0.08906872834288607","0.08906872834288607"
"118","0.08786067621770144","0.08786067621770144","0.08786067621770144"
"119","0.08670310118774888","0.08670310118774888","0.08670310118774888"
"120","0.08562572645489218","0.08562572645489218","0.08562572645489218"
"121","0.08460527333809295","0.08460527333809295","0.08460527333809295"
"122","0.08360860355911791","0.08360860355911791","0.08360860355911791"
"123","0.08267277098041086","0.08267277098041086","0.08267277098041086"
"124","0.08181759886087911","0.08181759886087911","0.08181759886087911"
"125","0.08095120402165867","0.08095120402165867","0.08095120402165867"
"126","0.0800500808289653","0.0800500808289653","0.0800500808289653"
"127","0.07917295721266418","0.07917295721266418","0.07917295721266418"
"128","0.07836226428117607","0.07836226428117607","0.07836226428117607"
"129","0.07752782884381304","0.07752782884381304","0.07752782884381304"
"130","0.07669837776091663","0.07669837776091663","0.07669837776091663"
"131","0.0758662105310359","0.0758662105310359","0.0758662105310359"
"132","0.07505865843561424","0.07505865843561424","0.07505865843561424"
"133","0.07426510840762149","0.07426510840762149","0.07426510840762149"
"134","0.07350631944319412","0.07350631944319412","0.07350631944319412"
"135","0.07273171055974763","0.07273171055974763","0.07273171055974763"
"136","0.07199046119979266","0.07199046119979266","0.07199046119979266"
"137","0.07122699288087551","0.07122699288087551","0.07122699288087551"
"138","0.07055924057211177","0.07055924057211177","0.07055924057211177"
"139","0.069929814428805","0.069929814428805","0.069929814428805"
"140","0.06926602606090546","0.06926602606090546","0.06926602606090546"
"141","0.06865666226807753","0.06865666226807753","0.06865666226807753"
"142","0.06804273748822744","0.06804273748822744","0.06804273748822744"
"143","0.06739481496211375","0.06739481496211375","0.06739481496211375"
"144","0.06680273591191507","0.06680273591191507","0.06680273591191507"
"145","0.06623864739183864","0.06623864739183864","0.06623864739183864"
"146","0.06564821841650063","0.06564821841650063","0.06564821841650063"
"147","0.06510728747025132","0.06510728747025132","0.06510728747025132"
"148","0.06459062029087","0.06459062029087","0.06459062029087"
"149","0.06410755858061384","0.06410755858061384","0.06410755858061384"
"150","0.06362990822657798","0.06362990822657798","0.06362990822657798"
"151","0.06317340171117394","0.06317340171117394","0.06317340171117394"
"152","0.06271476997272112","0.06271476997272112","0.06271476997272112"
"153","0.06221758784053327","0.06221758784053327","0.06221758784053327"
"154","0.061754598372736155","0.061754598372736155","0.061754598372736155"
"155","0.06128994087292108","0.06128994087292108","0.06128994087292108"
"156","0.06088005186997202","0.06088005186997202","0.06088005186997202"
"157","0.0604830261625184","0.0604830261625184","0.0604830261625184"
"158","0.06008772804950263","0.06008772804950263","0.06008772804950263"
"159","0.05970547151775918","0.05970547151775918","0.05970547151775918"
"160","0.059353518857170454","0.059353518857170454","0.059353518857170454"
"161","0.05897872066285004","0.05897872066285004","0.05897872066285004"
"162","0.05868718419444576","0.05868718419444576","0.05868718419444576"
"163","0.05839497810579269","0.05839497810579269","0.05839497810579269"
"164","0.05808586695263875","0.05808586695263875","0.05808586695263875"
"165","0.05777588709388715","0.05777588709388715","0.05777588709388715"
"166","0.05747788499762828","0.05747788499762828","0.05747788499762828"
"167","0.05713476874653884","0.05713476874653884","0.05713476874653884"
"168","0.05685350497735294","0.05685350497735294","0.05685350497735294"
"169","0.056594090552215676","0.056594090552215676","0.056594090552215676"
"170","0.05632624346972443","0.05632624346972443","0.05632624346972443"
"171","0.05607916233183664","0.05607916233183664","0.05607916233183664"
"172","0.0558466419763647","0.0558466419763647","0.0558466419763647"
"173","0.055625330152388644","0.055625330152388644","0.055625330152388644"
"174","0.055391773247743005","0.055391773247743005","0.055391773247743005"
"175","0.0552569123819203","0.0552569123819203","0.0552569123819203"
"176","0.05510834607658785","0.05510834607658785","0.05510834607658785"
"177","0.05499049132267851","0.05499049132267851","0.05499049132267851"
"178","0.05487561680170097","0.05487561680170097","0.05487561680170097"
"179","0.054811792254587086","0.054811792254587086","0.054811792254587086"
"180","0.054829381437004714","0.054829381437004714","0.054829381437004714"
"181","0.05468065795677921","0.05468065795677921","0.05468065795677921"
"182","0.054444183057030617","0.054444183057030617","0.054444183057030617"
"183","0.05413438613241874","0.05413438613241874","0.05413438613241874"
"184","0.05387415325602001","0.05387415325602001","0.05387415325602001"
"185","0.05363840392508996","0.05363840392508996","0.05363840392508996"
"186","0.05342700192690609","0.05342700192690609","0.05342700192690609"
"187","0.053213102406880354","0.053213102406880354","0.053213102406880354"
"188","0.05298877389905101","0.05298877389905101","0.05298877389905101"
"189","0.05277625313640238","0.05277625313640238","0.05277625313640238"
"190","0.05256850164378193","0.05256850164378193","0.05256850164378193"
"191","0.05235788889260675","0.05235788889260675","0.05235788889260675"
"192","0.05213690783078368","0.05213690783078368","0.05213690783078368"
"193","0.051911542916082","0.051911542916082","0.051911542916082"
"194","0.05174665552186434","0.05174665552186434","0.05174665552186434"
"195","0.0515842222264846","0.0515842222264846","0.0515842222264846"
"196","0.051441960549572285","0.051441960549572285","0.051441960549572285"
"197","0.051275854446453197","0.051275854446453197","0.051275854446453197"
"198","0.05110311743429429","0.05110311743429429","0.05110311743429429"
"199","0.05101017614015859","0.05101017614015859","0.05101017614015859"
"200","0.0508622948744196","0.0508622948744196","0.0508622948744196"
