"NRC3","_defaultColorIndex","epoch","id","lamW","name"
"0.075003990414902","9","0","e65da08f-03f3-450a-982c-947106328cd0","0.00005","Ereacher_Mnull_DS1000_W5e-05_lr0.01"
"0.06410470309305595","9","1","e65da08f-03f3-450a-982c-947106328cd0","0.00005","Ereacher_Mnull_DS1000_W5e-05_lr0.01"
"0.08989707357870616","9","2","e65da08f-03f3-450a-982c-947106328cd0","0.00005","Ereacher_Mnull_DS1000_W5e-05_lr0.01"
"0.11465895380447201","9","3","e65da08f-03f3-450a-982c-947106328cd0","0.00005","Ereacher_Mnull_DS1000_W5e-05_lr0.01"
"0.13585472254126604","9","4","e65da08f-03f3-450a-982c-947106328cd0","0.00005","Ereacher_Mnull_DS1000_W5e-05_lr0.01"
"0.152615449304718","9","5","e65da08f-03f3-450a-982c-947106328cd0","0.00005","Ereacher_Mnull_DS1000_W5e-05_lr0.01"
"0.16649008288496026","9","6","e65da08f-03f3-450a-982c-947106328cd0","0.00005","Ereacher_Mnull_DS1000_W5e-05_lr0.01"
"0.17869695421085713","9","7","e65da08f-03f3-450a-982c-947106328cd0","0.00005","Ereacher_Mnull_DS1000_W5e-05_lr0.01"
"0.18973635663010016","9","8","e65da08f-03f3-450a-982c-947106328cd0","0.00005","Ereacher_Mnull_DS1000_W5e-05_lr0.01"
"0.19988191912981018","9","9","e65da08f-03f3-450a-982c-947106328cd0","0.00005","Ereacher_Mnull_DS1000_W5e-05_lr0.01"
"0.20940513055884497","9","10","e65da08f-03f3-450a-982c-947106328cd0","0.00005","Ereacher_Mnull_DS1000_W5e-05_lr0.01"
"0.21857412056971492","9","11","e65da08f-03f3-450a-982c-947106328cd0","0.00005","Ereacher_Mnull_DS1000_W5e-05_lr0.01"
"0.22726526086208512","9","12","e65da08f-03f3-450a-982c-947106328cd0","0.00005","Ereacher_Mnull_DS1000_W5e-05_lr0.01"
"0.23531678084070168","9","13","e65da08f-03f3-450a-982c-947106328cd0","0.00005","Ereacher_Mnull_DS1000_W5e-05_lr0.01"
"0.24256985812550003","9","14","e65da08f-03f3-450a-982c-947106328cd0","0.00005","Ereacher_Mnull_DS1000_W5e-05_lr0.01"
"0.2493558279527915","9","15","e65da08f-03f3-450a-982c-947106328cd0","0.00005","Ereacher_Mnull_DS1000_W5e-05_lr0.01"
"0.25575043214776727","9","16","e65da08f-03f3-450a-982c-947106328cd0","0.00005","Ereacher_Mnull_DS1000_W5e-05_lr0.01"
"0.26157595301601705","9","17","e65da08f-03f3-450a-982c-947106328cd0","0.00005","Ereacher_Mnull_DS1000_W5e-05_lr0.01"
"0.26683294933949986","9","18","e65da08f-03f3-450a-982c-947106328cd0","0.00005","Ereacher_Mnull_DS1000_W5e-05_lr0.01"
"0.2714757538720163","9","19","e65da08f-03f3-450a-982c-947106328cd0","0.00005","Ereacher_Mnull_DS1000_W5e-05_lr0.01"
"0.27554206594552494","9","20","e65da08f-03f3-450a-982c-947106328cd0","0.00005","Ereacher_Mnull_DS1000_W5e-05_lr0.01"
"0.27923871868804684","9","21","e65da08f-03f3-450a-982c-947106328cd0","0.00005","Ereacher_Mnull_DS1000_W5e-05_lr0.01"
"0.28261519406663344","9","22","e65da08f-03f3-450a-982c-947106328cd0","0.00005","Ereacher_Mnull_DS1000_W5e-05_lr0.01"
"0.2857391021038347","9","23","e65da08f-03f3-450a-982c-947106328cd0","0.00005","Ereacher_Mnull_DS1000_W5e-05_lr0.01"
"0.2886161293110584","9","24","e65da08f-03f3-450a-982c-947106328cd0","0.00005","Ereacher_Mnull_DS1000_W5e-05_lr0.01"
"0.2912247903251528","9","25","e65da08f-03f3-450a-982c-947106328cd0","0.00005","Ereacher_Mnull_DS1000_W5e-05_lr0.01"
"0.2936548116078429","9","26","e65da08f-03f3-450a-982c-947106328cd0","0.00005","Ereacher_Mnull_DS1000_W5e-05_lr0.01"
