"NRC3","_defaultColorIndex","epoch","id","lamW","name"
"0.3598053244803413","6","0","cf2d5b2f-f2c7-4487-b19c-12949d9bc262","0.0015","Mno_relu_DS1000_W0.0015_lr0.01"
"0.2916542153634925","6","1","cf2d5b2f-f2c7-4487-b19c-12949d9bc262","0.0015","Mno_relu_DS1000_W0.0015_lr0.01"
"0.27508768230009584","6","2","cf2d5b2f-f2c7-4487-b19c-12949d9bc262","0.0015","Mno_relu_DS1000_W0.0015_lr0.01"
"0.26217049401375636","6","3","cf2d5b2f-f2c7-4487-b19c-12949d9bc262","0.0015","Mno_relu_DS1000_W0.0015_lr0.01"
"0.2502887469538891","6","4","cf2d5b2f-f2c7-4487-b19c-12949d9bc262","0.0015","Mno_relu_DS1000_W0.0015_lr0.01"
"0.23867544803573262","6","5","cf2d5b2f-f2c7-4487-b19c-12949d9bc262","0.0015","Mno_relu_DS1000_W0.0015_lr0.01"
"0.22742874048842998","6","6","cf2d5b2f-f2c7-4487-b19c-12949d9bc262","0.0015","Mno_relu_DS1000_W0.0015_lr0.01"
"0.2173023568858005","6","7","cf2d5b2f-f2c7-4487-b19c-12949d9bc262","0.0015","Mno_relu_DS1000_W0.0015_lr0.01"
"0.20807652430363568","6","8","cf2d5b2f-f2c7-4487-b19c-12949d9bc262","0.0015","Mno_relu_DS1000_W0.0015_lr0.01"
"0.19856589062105376","6","9","cf2d5b2f-f2c7-4487-b19c-12949d9bc262","0.0015","Mno_relu_DS1000_W0.0015_lr0.01"
"0.18863506313016962","6","10","cf2d5b2f-f2c7-4487-b19c-12949d9bc262","0.0015","Mno_relu_DS1000_W0.0015_lr0.01"
"0.178892896356829","6","11","cf2d5b2f-f2c7-4487-b19c-12949d9bc262","0.0015","Mno_relu_DS1000_W0.0015_lr0.01"
"0.16948944863569695","6","12","cf2d5b2f-f2c7-4487-b19c-12949d9bc262","0.0015","Mno_relu_DS1000_W0.0015_lr0.01"
"0.16026981515836344","6","13","cf2d5b2f-f2c7-4487-b19c-12949d9bc262","0.0015","Mno_relu_DS1000_W0.0015_lr0.01"
"0.15120272456846778","6","14","cf2d5b2f-f2c7-4487-b19c-12949d9bc262","0.0015","Mno_relu_DS1000_W0.0015_lr0.01"
"0.14234940931328552","6","15","cf2d5b2f-f2c7-4487-b19c-12949d9bc262","0.0015","Mno_relu_DS1000_W0.0015_lr0.01"
"0.1336908775215348","6","16","cf2d5b2f-f2c7-4487-b19c-12949d9bc262","0.0015","Mno_relu_DS1000_W0.0015_lr0.01"
"0.12549424615669977","6","17","cf2d5b2f-f2c7-4487-b19c-12949d9bc262","0.0015","Mno_relu_DS1000_W0.0015_lr0.01"
"0.11765621996763366","6","18","cf2d5b2f-f2c7-4487-b19c-12949d9bc262","0.0015","Mno_relu_DS1000_W0.0015_lr0.01"
"0.11010934204696299","6","19","cf2d5b2f-f2c7-4487-b19c-12949d9bc262","0.0015","Mno_relu_DS1000_W0.0015_lr0.01"
"0.10270037630591278","6","20","cf2d5b2f-f2c7-4487-b19c-12949d9bc262","0.0015","Mno_relu_DS1000_W0.0015_lr0.01"
"0.09563306184036297","6","21","cf2d5b2f-f2c7-4487-b19c-12949d9bc262","0.0015","Mno_relu_DS1000_W0.0015_lr0.01"
"0.08884434408271273","6","22","cf2d5b2f-f2c7-4487-b19c-12949d9bc262","0.0015","Mno_relu_DS1000_W0.0015_lr0.01"
"0.08229078614795962","6","23","cf2d5b2f-f2c7-4487-b19c-12949d9bc262","0.0015","Mno_relu_DS1000_W0.0015_lr0.01"
"0.07602344318247427","6","24","cf2d5b2f-f2c7-4487-b19c-12949d9bc262","0.0015","Mno_relu_DS1000_W0.0015_lr0.01"
"0.06998128460297101","6","25","cf2d5b2f-f2c7-4487-b19c-12949d9bc262","0.0015","Mno_relu_DS1000_W0.0015_lr0.01"
"0.06429060862604108","6","26","cf2d5b2f-f2c7-4487-b19c-12949d9bc262","0.0015","Mno_relu_DS1000_W0.0015_lr0.01"
"0.0587540711259531","6","27","cf2d5b2f-f2c7-4487-b19c-12949d9bc262","0.0015","Mno_relu_DS1000_W0.0015_lr0.01"
"0.05332964214673649","6","28","cf2d5b2f-f2c7-4487-b19c-12949d9bc262","0.0015","Mno_relu_DS1000_W0.0015_lr0.01"
"0.04829273010127692","6","29","cf2d5b2f-f2c7-4487-b19c-12949d9bc262","0.0015","Mno_relu_DS1000_W0.0015_lr0.01"
"0.04363331444221225","6","30","cf2d5b2f-f2c7-4487-b19c-12949d9bc262","0.0015","Mno_relu_DS1000_W0.0015_lr0.01"
"0.039487364911861965","6","31","cf2d5b2f-f2c7-4487-b19c-12949d9bc262","0.0015","Mno_relu_DS1000_W0.0015_lr0.01"
"0.03572229290942279","6","32","cf2d5b2f-f2c7-4487-b19c-12949d9bc262","0.0015","Mno_relu_DS1000_W0.0015_lr0.01"
"0.03237192995156053","6","33","cf2d5b2f-f2c7-4487-b19c-12949d9bc262","0.0015","Mno_relu_DS1000_W0.0015_lr0.01"
"0.02973553076602476","6","34","cf2d5b2f-f2c7-4487-b19c-12949d9bc262","0.0015","Mno_relu_DS1000_W0.0015_lr0.01"
"0.027785325123723725","6","35","cf2d5b2f-f2c7-4487-b19c-12949d9bc262","0.0015","Mno_relu_DS1000_W0.0015_lr0.01"
"0.026444400262253892","6","36","cf2d5b2f-f2c7-4487-b19c-12949d9bc262","0.0015","Mno_relu_DS1000_W0.0015_lr0.01"
"0.02576096549083741","6","37","cf2d5b2f-f2c7-4487-b19c-12949d9bc262","0.0015","Mno_relu_DS1000_W0.0015_lr0.01"
